node_id,node_type,label,definition,body_systems,severity,age_groups,icd_category,is_contagious,inheritance
D01000,Disease,Penile prostheses,"Penile prostheses are semi-rigid or inflatable devices that are implanted into penises to alleviate impotence or to treat a deformity called Peyronie’s disease. In addition to the treatments previously described, biological therapy is another treatment that is currently being studied. Biological the",renal; infectious,Moderate,All ages,Various,No,
D01001,Disease,taken.,Percutaneous transhepatic cholangiography (PTHC) is an x-ray test used to identify obstructions either in the liver or bile ducts that slow or stop the flow of bile from the liver to the digestive system. 3898 Preparation An intravenous antibiotic may be given every 4–6 hours during the 24 hours bef,gastrointestinal,Unknown,All ages,Various,No,
D01002,Disease,Perforated eardrum,"A perforated eardrum exists when there is a hole or rupture in the eardrum, the thin membrane that separates the outer ear canal from the middle ear. A perforated eardrum may cause temporary hearing loss and occasional discharge.",infectious; hematological,Unknown,All ages,Various,No,
D01003,Disease,Perforated septum,"A perforated septum is a hole in the nasal septum, the vertical plane of tissue that separates the nostrils.",musculoskeletal; hematological,Unknown,All ages,Various,No,
D01004,Disease,Pericardiocentesis,"Pericardiocentesis is the removal by needle of pericardial fluid from the sac surrounding the heart for diagnostic or therapeutic purposes. Purpose The pericardium, the sac (or membrane) that surrounds the heart muscle, normally contains a small amount of fluid that cushions and lubricates the heart",cardiovascular; musculoskeletal; renal; infectious,Unknown,All ages,Various,No,
D01005,Disease,Pericarditis,"Pericarditis is an inflammation of the two layers of the thin, sac-like membrane that surrounds the heart. This membrane is called the pericardium, so the term pericarditis means inflammation of the pericardium.",cardiovascular; respiratory; musculoskeletal; immunological,Moderate,All ages,Various,No,
D01006,Disease,Perinatal infection,An infection caused by a bacteria or virus that can be passed from a mother to her baby during pregnancy or delivery is called a perinatal infection.,gastrointestinal; immunological; reproductive; infectious,Severe,Infants,Various,Yes,
D01007,Disease,Periodic paralysis,"Rubella (German measles) Infants exposed to rubella virus in the uterus are at high risk for severe birth defects including heart defects, blindness, and deafness. Periodic paralysis (PP) is the name for several rare, inherited muscle disorders marked by temporary weakness, especially following rest",cardiovascular; musculoskeletal; reproductive; infectious,Severe,Infants,Various,No,Genetic/Hereditary
D01008,Disease,attacks.,"Periodontal diseases are a group of diseases that affect the tissues that support and anchor the teeth. Left untreated, periodontal disease results in the destruction of the gums, alveolar bone (the part of the jaws where the teeth arise), and the outer layer of the tooth root.",cardiovascular; neurological; musculoskeletal; endocrine,Severe,All ages,Various,No,
D01009,Disease,Peripheral neuropathy,"The term peripheral neuropathy encompasses a wide range of disorders in which the nerves outside of the brain and spinal cord—peripheral nerves—have been damaged. Peripheral neuropathy may also be referred to as peripheral neuritis, or if many nerves are involved, the terms polyneuropathy or polyneu",cardiovascular; respiratory; neurological; musculoskeletal,Unknown,All ages,Various,No,
D01010,Disease,Peripheral vascular disease,"Peripheral vascular disease is a narrowing of blood vessels that restricts blood flow. It mostly occurs in the legs, but is sometimes seen in the arms.",cardiovascular; musculoskeletal; endocrine; dermatological,Unknown,All ages,Various,No,
D01011,Disease,Peritonitis,Peritonitis is an inflammation of the membrane which lines the inside of the abdomen and all of the internal organs. This membrane is called the peritoneum.,gastrointestinal; renal; infectious; hematological,Critical,All ages,Various,No,
D01012,Disease,Pernicious anemia,"Pernicious anemia is a disease in which the red blood cells are abnormally formed, due to an inability to absorb vitamin B12. True pernicious anemia refers specifically to a disorder of atrophied parietal cells leading to absent intrinsic factor, resulting in an inability to absorb B12.",gastrointestinal; endocrine; immunological; renal,Unknown,All ages,Various,No,
D01013,Disease,Peroxisomal disorders,"Peroxisomal disorders are a group of congenital (existing from birth) diseases characterized by the absence of normal peroxisomes in the cells of the body. Peroxisomes are special parts (organelles) within a cell that contain enzymes responsible for critical cellular processes, including oxidation o",neurological; gastrointestinal; musculoskeletal; endocrine,Critical,Infants,Various,No,Autosomal Recessive
D01014,Disease,Personality disorders,"Personality disorders are a group of mental disturbances defined by the fourth edition, text revision (2000) of the Diagnostic and Statistical Manual of Mental Disorders (DSM–IV) as ‘‘enduring pattern[s] of inner experience and behavior’’ that are sufficiently rigid and deep–seated to bring a person",neurological; psychiatric; infectious; ophthalmological,Unknown,All ages,Various,No,
D01015,Disease,disorders,"Pervasive developmental disorders include five different conditions: Asperger syndrome, autistic disorder, childhood disintegrative disorder (CDD), pervasive developmental disorder not otherwise specified (PDDNOS), and Rett’s syndrome. They are grouped together because of the similarities among them",neurological; musculoskeletal; psychiatric; ophthalmological,Unknown,Children,Various,No,Genetic/Hereditary
D01016,Disease,Peyronie’s disease,Peyronie’s disease is an acquired inflammatory condition in which the erect penis is bent because of plaque—a hard lump of scar tissue—that prevents the area from stretching. Peyronie’s is a variable and poorly understood urological condition. It is also called curvature of the penis or induratio pl,musculoskeletal; endocrine; immunological; reproductive,Mild,All ages,Various,No,
D01017,Disease,Pharmacogenetics,Pharmacogenetics is the study of how the actions of and reactions to drugs vary with the patient’s genes.,cardiovascular; psychiatric; ophthalmological,Unknown,All ages,Various,No,
D01018,Disease,Phenylketonuria,"In other cases, drugs are carefully tested, and appear to be safe and effective. Only after they are approved for general use are reports of serious adverse effects that did not appear in the initial studies documented. This can occur if there is a rare gene that Phenylketonuria (PKU) can be defined",neurological; gastrointestinal; hematological,Severe,All ages,Various,No,Autosomal Recessive
D01019,Disease,Pheochromocytoma,"Pheochromocytoma is a tumor of special cells (called chromaffin cells), most often found in the middle of the adrenal gland.",cardiovascular; gastrointestinal; endocrine; renal,Critical,All ages,Various,No,Genetic/Hereditary
D01020,Disease,Phimosis,A tightening of the foreskin of the penis that may close the opening of the penis.,dermatological; oncological,Severe,Infants,Various,No,
D01021,Disease,Phobias,"A phobia is an intense but unrealistic fear that can interfere with the ability to socialize, work, or go about everyday activities, brought on by an object, event, or situation.",cardiovascular; psychiatric; hematological,Moderate,All ages,Various,No,
D01022,Disease,Phosphorus imbalance,Phosphorus imbalance refers to conditions in which the element phosphorus is present in the body at too high a level (hyperphosphatemia) or too low a level (hypophosphatemia).,respiratory; gastrointestinal; endocrine; renal,Moderate,All ages,Various,No,
D01023,Disease,(PRK),"Photorefractive keratectomy (PRK) is a noninvasive refractive surgery in which the surgeon uses an excimer laser to reshape the cornea of the eye by removing the epithelium, the gel-like outer layer of the cornea. Purpose PRK, one of the first (and once the most popular) refractive surgeries, elimin",ophthalmological,Moderate,All ages,Various,No,
D01024,Disease,Photosensitivity,Photosensitivity refers to any increase in the reactivity of the skin to sunlight.,endocrine; immunological; dermatological; infectious,Unknown,All ages,Various,No,
D01025,Disease,Physical examination,"A physical examination is an evaluation of the body and its functions using inspection, palpation (feeling with the hands), percussion (tapping with the fingers), and auscultation (listening). A complete health assessment also includes gathering information about a person’s medical history and lifes",cardiovascular; gastrointestinal; endocrine; renal,Unknown,All ages,Various,No,
